Number_of_Stations: 5394
Stat_ID    Easting_x    Norting_Y   Altitude  Longitude    Latitude   Bl_ID   Start_Date     End_Date   State   data_avail  geoQualLev   Station_Name 
  00864   4432131.29   5869562.80      31.00   10.99000    52.95570      -9   1979-04-01   1999-12-31      XX      100.00%           9   Clenze-Bussau
  00866   4425120.44   5568611.80     326.00   10.95000    50.25000      -9   1941-01-01   1976-12-31      XX       94.45%           5   Coburg_(Stadt)
  00867   4426491.44   5574899.95     345.00   10.96800    50.30670      -9   1947-01-01   2015-12-31      XX       99.27%           3   Lautertal-Oberlauter
  00868   4458782.53   5749302.64     125.00   11.40140    51.87760      -9   1969-01-01   2002-12-31      XX       99.51%           9   Cochstedt
  00869   4273185.09   5638553.25     187.00    8.77930    50.83910      -9   1951-01-01   2004-12-31      XX      100.00%           9   Coelbe
  00870   4594854.33   5933154.33      80.00   13.43040    53.52290      -9   1948-03-01   2015-12-31      XX       95.33%           3   Coelpin
  00871   4167340.85   5769571.11      87.00    7.15840    51.96170      -9   1941-01-01   2015-12-31      XX       97.34%           3   Coesfeld
  00873   4414483.29   5572476.83     283.00   10.80000    50.28330      -9   1969-01-01   1993-03-31      XX       99.65%           9   Colberg,_Bad
  00874   4477674.61   5796089.35      52.00   11.67270    52.29920      -9   1969-01-01   2015-12-31      XX       99.82%           3   Zielitz
  00875   4554597.95   5666544.97     192.00   12.78010    51.13260      -9   1951-01-01   2006-12-31      XX      100.00%           9   Colditz
  00877   4384261.14   5470048.26     457.00   10.40660    49.35750      -9   1951-01-01   2005-12-31      XX      100.00%           9   Colmberg
  00878   4610131.74   5665786.28     110.00   13.57310    51.11780      -9   1951-01-01   2015-12-31      XX       96.81%           1   Coswig
  00880   4659876.45   5740370.07      69.00   14.31680    51.77600      -9   1887-01-01   2015-12-31      XX       92.94%           3   Cottbus
  00881   4361115.11   5441768.51     423.00   10.09790    49.09850      -9   1950-01-01   2015-12-31      XX       99.63%           1   Crailsheim-Alexandersreut
  00882   4414391.74   5627881.49     469.00   10.78600    50.78130      -9   1951-01-01   2015-12-31      XX      100.00%           3   Crawinkel
  00883   4357044.64   5483152.67     306.00   10.02740    49.46950      -9   1978-01-01   2011-06-30      XX      100.00%           1   Creglingen
  00884   4361779.73   5479136.41     422.00   10.09410    49.43450      -9   1941-01-01   2003-02-28      XX       96.78%           9   Creglingen-Finsterlohr
  00885   4472390.84   5523078.56     450.00   11.61610    49.84470      -9   1931-01-01   2015-12-31      XX       94.41%           3   Creussen-Buehl
  00886   4377354.43   5659124.56     197.00   10.25050    51.05540      -9   1969-01-01   1992-06-30      XX       99.64%           9   Creuzburg
  00887   4648952.44   5877944.66      13.00   14.21980    53.01460      -9   1969-01-01   2005-12-31      XX       99.54%           9   Criewen
  00888   4526925.79   5630985.78     269.00   12.38210    50.81490      -9   1965-01-01   1997-01-31      XX       86.62%           9   Crimmitschau
  00889   4476525.96   5937891.55      40.00   11.64560    53.57350      -9   1969-01-01   2015-12-31      XX       98.77%           1   Crivitz
  00890   4566134.30   5599386.71     652.00   12.93280    50.52770      -9   1884-01-01   2006-12-31      XX       79.17%           9   Crottendorf
  00891   4283377.42   5976006.52       5.00    8.70580    53.87130      -9   1946-01-01   2015-12-31      XX      100.00%           3   Cuxhaven
  00892   4287504.31   5970722.48       2.00    8.77210    53.82560      -9   1895-10-20   2006-12-31      XX       97.30%           9   Cuxhaven-Altenbruch
  00893   4494900.93   5944980.38      41.00   11.92290    53.63770      -9   1969-01-01   2015-12-31      XX       99.95%           1   Hohen_Pritz-Kukuk
  00894   4458436.76   5345453.72     482.00   11.44030    48.24660      -9   1931-01-01   2005-12-31      XX       98.67%           9   Dachau
  00895   4404002.25   5502548.70     347.00   10.67040    49.65310      -9   1941-01-01   2005-12-31      XX       96.93%           9   Dachsbach-Rauschenberg
  00896   4420252.54   5660775.99     170.00   10.86190    51.07780      -9   1969-01-01   2015-12-31      XX      100.00%           3   Dachwig
  00897   4223898.59   5494048.76     180.00    8.18580    49.52140      -9   1951-01-01   2004-12-31      XX      100.00%           9   Dackenheim
  00898   4426513.80   5852361.57      46.00   10.91030    52.80040      -9   1951-01-01   2002-12-31      XX       98.72%           9   Daehre
  00899   4529804.46   5626674.42     310.00   12.42260    50.77600      -9   1969-01-01   2002-11-30      XX       99.75%           9   Neukirchen-Daenkritz
  00900   4287920.21   6071401.17       1.00    8.70710    54.72890      -9   1941-01-01   2006-12-31      XX      100.00%           9   Dagebuell
  00901   4107417.57   5594955.96     480.00    6.48070    50.36050      -9   1941-01-01   2006-10-31      XX       96.96%           9   Dahlem-Kronenburg
  00902   4113542.52   5600213.02     573.00    6.56100    50.41160      -9   1931-01-01   2015-12-31      XX       89.71%           3   Dahlem-Schmidtheim
  00903   4416446.41   5895141.16      35.00   10.75000    53.18330      -9   1901-01-01   1950-12-30      XX      100.00%           5   Dahlenburg
  00904   4468605.74   5784789.85      65.00   11.54080    52.19720      -9   1969-01-01   2006-12-31      XX      100.00%           9   Dahlenwarsleben
  00905   4598499.66   5748921.06      86.00   13.43020    51.86700      -9   1951-01-01   2005-12-31      XX      100.00%           9   Dahme
  00908   4391899.75   5739803.57     575.00   10.43330    51.78330      -9   1931-01-01   1975-12-31      XX       95.56%           5   Dammhaus
  00910   4561232.06   5762569.82     113.00   12.89160    51.99500      -9   1951-01-01   1998-06-30      XX       99.82%           9   Danna-Eckmannsdorf
  00911   4426340.76   5810754.26      69.00   10.91700    52.42650      -9   1941-01-01   2015-12-31      XX       96.77%           3   Danndorf
  00913   4207258.47   5506312.07     408.00    7.94740    49.62360      -9   1971-01-01   1995-11-30      XX       99.66%           9   Dannenfels
  00915   4555865.44   5974503.25      17.00   12.85000    53.90000      -9   1888-01-01   2000-12-31      XX       93.95%           9   Dargun
  00916   4412661.25   5746978.34     269.00   10.73230    51.85140      -9   1969-01-01   2001-12-31      XX       99.49%           9   Darlingerode
  00917   4261283.35   5532328.75     162.00    8.67790    49.88090      -9   1995-08-01   2015-12-31      XX       99.97%           3   Darmstadt
  00918   4257232.50   5528543.98     122.00    8.62400    49.84530      -9   1987-10-01   1995-07-31      XX      100.00%           9   Darmstadt_(A)
  00919   4261350.24   5531078.08     169.00    8.67960    49.86970      -9   1937-02-03   1974-07-31      XX      100.00%           5   Darmstadt-Botanischer_Garten
  00923   4339778.21   5743186.88     183.00    9.67690    51.80120      -9   1941-01-01   2015-12-31      XX       97.34%           3   Dassel
  00924   4345045.78   5739403.28     192.00    9.75490    51.76870      -9   1988-01-01   2005-02-28      XX      100.00%           9   Dassel-Lauenberg
  00925   4365541.00   5827649.92      41.00   10.01670    52.56670      -9   1931-01-01   1960-12-30      XX       93.34%           5   Dasselsbruch
  00926   4475688.14   5445806.01     521.00   11.66670    49.15000      -9   1941-01-01   1970-12-31      XX       96.67%           5   Dasswang
  00928   4266195.01   5395185.31     560.00    8.82620    48.65150      -9   1961-01-01   2002-12-31      XX      100.00%           9   Deckenpfronn
  00929   4424332.13   5766818.14      94.00   10.89730    52.03140      -9   1969-01-01   1998-03-31      XX       98.59%           9   Dedeleben
  00930   4569718.39   5411204.99     313.00   12.94980    48.83540      -9   1931-01-01   2005-12-31      XX      100.00%           9   Deggendorf
  00931   4306066.95   5298975.12     708.00    9.41080    47.80070      -9   1989-08-01   2015-12-31      XX       99.99%           3   Deggenhausertal-Azenweiler
  00932   4467320.22   5452999.59     540.00   11.55140    49.21430      -9   1941-01-01   2015-12-31      XX       98.55%           1   Deining-Mittersthal
  00934   4263044.99   5744258.59      88.00    8.56540    51.78360      -9   1961-01-01   2015-12-31      XX       86.81%           3   Delbrueck
  00935   4249967.96   5912102.21       0.00    8.25000    53.28330      -9   1951-01-01   2005-12-31      XX      100.00%           9   Delfshausen
  00936   4276176.10   5884625.17       8.00    8.66150    53.04850      -9   1951-01-01   2015-12-31      XX      100.00%           1   Delmenhorst
  00937   4138125.55   5571121.12     460.00    6.93330    50.16670      -9   1931-01-01   1966-12-30      XX       94.45%           5   Demerath
  00939   4564193.58   5976435.96      23.00   12.97710    53.91640      -9   1951-01-01   2015-12-31      XX       99.74%           3   Demmin
  00940   4459693.43   5419955.90     518.00   11.45000    48.91670      -9   1951-01-01   1980-12-31      XX       99.99%           5   Denkendorf
  00941   4412621.91   5306027.75     722.00   10.83150    47.88740      -9   1951-01-01   2005-12-31      XX       99.70%           9   Denklingen-Dienhausen
  00942   4114007.80   5568215.54     308.00    6.60010    50.12550      -9   1951-01-01   2015-12-31      XX      100.00%           3   Densborn
  00943   4191860.26   5333201.20     223.00    7.86490    48.06330      -9   1981-11-01   2000-12-31      XX      100.00%           9   Denzlingen
  00944   4424427.30   5749012.83     161.00   10.90260    51.87140      -9   1972-01-01   2003-12-31      XX       99.22%           9   Derenburg
  00945   4367139.34   5621604.19     357.00   10.11850    50.71600      -9   1947-01-01   2015-12-31      XX      100.00%           3   Dermbach
  00946   4426202.24   5917196.09      30.00   10.89080    53.38290      -9   1969-01-01   2005-12-31      XX       99.55%           9   Dersenow
  00947   4182292.01   5879528.11       6.00    7.27060    52.95540      -9   1931-01-01   2006-12-31      XX       98.35%           9   Dersum
  00948   4517327.60   5746226.11      60.00   12.25150    51.85120      -9   1977-01-01   2014-12-31      XX       97.77%           3   Dessau
  00949   4521034.17   5742969.43      62.00   12.30510    51.82180      -9   1969-01-01   2006-12-31      XX      100.00%           9   Dessau-Mildensee
  00951   4362605.30   5519662.54     293.00   10.09130    49.79890      -9   1941-01-01   2005-12-31      XX       96.93%           9   Dettelbach-Effeldorf
  00952   4492057.76   5431346.84     480.00   11.89140    49.02040      -9   1978-01-01   2015-12-31      XX       99.78%           1   Deuerling-Heimberg
  00953   4143768.44   5525549.93     481.00    7.05410    49.76190      -9   1931-01-01   2015-12-31      XX       95.83%           3   Deuselbach
  00955   4273655.07   5533676.21     145.00    8.84900    49.89780      -9   1941-01-01   2015-12-31      XX       97.33%           3   Dieburg
  00956   4691583.33   5681714.30     198.00   14.74390    51.23940      -9   1969-01-01   2015-12-31      XX       98.95%           1   Waldhufen-Diehsa
  00957   4265951.50   5465314.05     158.00    8.78260    49.28110      -9   1941-01-01   2003-12-31      XX       96.83%           9   Dielheim-Horrenberg
  00958   4274892.17   5696647.77     426.00    8.76730    51.36120      -9   1931-01-01   2015-12-31      XX       94.48%           3   Diemelsee-Rhenegge
  00959   4272340.01   5694164.83     415.00    8.73230    51.33790      -9   1931-01-01   2004-12-31      XX      100.00%           9   Diemelsee-Giebringhausen
  00960   4270052.26   5695437.32     420.00    8.69870    51.34840      -9   1931-01-01   1998-12-31      XX       98.90%           9   Diemelsee-Stormbruch
  00961   4291878.90   5708525.53     258.00    9.00390    51.47430      -9   1941-01-01   2015-12-31      XX       96.13%           3   Diemelstadt-Rhoden
  00962   4441439.21   5629788.08     325.00   11.16920    50.80180      -9   1971-01-01   2015-12-31      XX       98.87%           3   Ilmtal-Dienstedt
  00963   4252182.68   5834469.31      39.00    8.34240    52.58810      -9   1952-09-01   2015-12-31      XX      100.00%           3   Diepholz
  00964   4134426.17   5562050.36     413.00    6.89040    50.08320      -9   1952-01-01   1962-12-30      XX      100.00%           5   Dierfeld
  00965   4598913.67   5679167.37     100.00   13.41660    51.24010      -9   1950-03-01   2003-02-28      XX       97.63%           9   Diesbar-Seusslitz
  00966   4424589.40   5847015.78      65.00   10.88300    52.75210      -9   1969-01-01   2015-12-31      XX       99.77%           3   Diesdorf
  00967   4432596.39   5316111.89     540.00   11.09700    47.98050      -9   1931-01-01   2005-12-31      XX       98.67%           9   Diessen/Ammersee-Riederau
  00968   4504479.64   5935642.97      57.00   12.06760    53.55380      -9   1969-01-01   2003-12-31      XX       98.80%           9   Diestelow
  00970   4403753.93   5476156.45     405.00   10.67340    49.41580      -9   1985-04-01   2015-12-31      XX       99.18%           3   Dietenhofen
  00971   4400470.83   5475202.92     381.00   10.62840    49.40670      -9   1941-01-01   2002-12-31      XX       96.78%           9   Dietenhofen-Goetteldorf
  00972   4367498.82   5686514.15     398.00   10.09990    51.29930      -9   1977-01-01   2001-11-30      XX      100.00%           9   Dieterode
  00973   4568395.41   5373812.51     398.00   12.92560    48.49930      -9   1941-01-01   2015-12-31      XX       98.67%           1   Dietersburg
  00974   4433772.20   5710961.78     440.00   11.04550    51.53060      -9   1969-01-01   2015-12-31      XX      100.00%           3   Suedharz-Dietersdorf
  00975   4529979.57   5475180.99     498.00   12.41320    49.41390      -9   1931-01-01   2004-12-31      XX       97.18%           9   Dieterskirchen
  00976   4471902.61   5431467.88     365.00   11.61580    49.02090      -9   1931-01-01   2006-03-31      XX       98.01%           9   Dietfurt-Muehlbach
  00977   4242451.13   5641657.21     377.00    8.34160    50.85410      -9   1931-01-01   2012-09-30      XX       97.54%           3   Dietzhoelztal-Mandeln
  00978   4218875.66   5587499.76     155.00    8.04850    50.35740      -9   1931-01-01   2015-12-31      XX       98.82%           3   Holzheim_bei_Diez
  00979   4236553.32   5628833.12     314.00    8.26720    50.73640      -9   1931-01-01   2015-12-31      XX       97.36%           3   Dillenburg
  00982   4389205.15   5382359.44     420.00   10.49850    48.57010      -9   1947-05-01   2006-11-30      XX      100.00%           9   Dillingen/Donau
  00983   4393706.58   5380726.76     419.00   10.55990    48.55620      -9   1951-01-01   2015-12-31      XX       98.45%           3   Dillingen/Donau-Fristingen
  00984   4383047.38   5687615.37     327.00   10.32240    51.31260      -9   1951-01-01   2006-12-31      XX       99.85%           9   Dingelstaedt
  00985   4374961.87   5436087.23     491.00   10.28920    49.05040      -9   1931-01-01   2015-12-31      XX       87.25%           3   Dinkelsbuehl-Oberwinstetten
  00986   4381610.91   5438599.93     511.00   10.37940    49.07430      -9   1951-01-01   2001-01-31      XX      100.00%           9   Dinkelsbuehl-Karlsholz
  00987   4395611.51   5357457.26     460.00   10.59150    48.34730      -9   1941-01-01   2005-12-31      XX      100.00%           9   Dinkelscherben
  00988   4237199.16   5844899.87      25.00    8.11350    52.67460      -9   1931-01-01   2015-12-31      XX       97.55%           3   Dinklage
  00989   4138625.27   5728536.55      53.00    6.78490    51.57650      -9   1931-01-01   2015-12-31      XX       97.65%           3   Dinslaken
  00990   4344277.94   5603223.66     370.00    9.80270    50.54520      -9   1941-01-01   2004-12-31      XX       96.88%           9   Dipperz
  00991   4620155.99   5643074.37     365.00   13.70870    50.91170      -9   1945-08-01   2015-12-31      XX       99.43%           3   Dippoldiswalde-Reinberg
  00992   4229158.12   5498554.47     102.00    8.25520    49.56420      -9   1951-01-01   2000-09-30      XX       99.50%           9   Dirmstein
  00993   4379510.16   5394983.30     460.00   10.36350    48.68180      -9   1986-01-01   2000-02-29      XX      100.00%           9   Dischingen_(Egauwasserwerk_)
  00994   4385251.08   5398378.00     550.00   10.44050    48.71340      -9   1931-01-01   2003-12-31      XX       97.26%           9   Dischingen-Eglingen
  00995   4330812.48   5385567.88     518.00    9.70640    48.58590      -9   1951-01-01   2003-12-31      XX       97.64%           9   Ditzenbach,_Bad
  00996   4277211.26   5417964.83     294.00    8.96320    48.86010      -9   1931-01-01   2003-12-31      XX      100.00%           9   Ditzingen-Heimerdingen
  00997   4573080.50   5782202.38      50.00   13.06830    52.17000      -9   1969-04-01   2000-08-31      XX       93.12%           9   Dobbrikow
  00999   4494304.62   5997955.08      15.00   11.91290    54.11370      -9   1894-05-01   2005-12-31      XX       98.58%           9   Doberan,_Bad
  01000   4489898.30   6001357.10       3.00   11.84540    54.14420      -9   1969-01-01   1997-08-31      XX      100.00%           9   Doberan,_Bad-Heiligendamm
  01001   4608983.94   5724442.16      97.00   13.57470    51.64510      -9   1951-01-01   2015-12-31      XX       99.90%           3   Doberlug-Kirchhain
  01002   4600190.43   5710105.16      94.00   13.44360    51.51790      -9   1977-01-01   2005-12-31      XX       99.72%           9   Dobra
  01004   4679970.41   5723342.06     135.00   14.59890    51.61700      -9   1969-01-01   2005-12-31      XX       92.34%           9   Doebern
  01005   4509742.28   5662649.55     185.00   12.13910    51.10010      -9   1969-01-01   2006-12-31      XX      100.00%           9   Doebris-Pirkau
  01006   4450110.94   5889841.79      15.00   11.25440    53.13990      -9   1947-10-31   2005-12-31      XX       83.80%           9   Doemitz
  01007   4513246.55   5785854.12      75.00   12.19380    52.20750      -9   1982-01-01   2001-12-31      XX       99.58%           9   Doernitz
  01008   4594116.94   5622687.60     558.00   13.33330    50.73330      -9   1969-01-01   1991-05-31      XX      100.00%           9   Doernthal
  01009   4268914.14   5842409.64      38.00    8.58330    52.66670      -9   1931-01-01   1980-01-31      XX       95.93%           5   Doerpel
  01012   4333027.21   5474240.61     255.00    9.70000    49.38330      -9   1941-01-01   1977-12-31      XX       94.60%           5   Doerzbach
  01014   4180867.15   5910150.69       2.00    7.21910    53.22880      -9   1961-01-01   2015-12-31      XX       74.38%           3   Dollart-Kanalpolder
  01015   4474176.26   5809268.91      65.00   11.62040    52.41750      -9   1951-01-01   2006-12-31      XX       98.07%           9   Dolle
  01016   4348423.90   6076317.69      25.00    9.64290    54.79490      -9   1941-01-01   2015-12-31      XX       97.12%           1   Langballig
  01017   4484922.04   5926639.79      54.00   11.77290    53.47270      -9   1976-01-01   2005-12-31      XX      100.00%           9   Domsuehl-Ziesluebbe
  01019   4514309.11   5432527.18     329.00   12.19570    49.03090      -9   1931-01-01   2002-12-31      XX       96.65%           9   Donaustauf
  01020   4409861.31   5400097.28     452.00   10.77450    48.73290      -9   1931-01-01   2005-12-31      XX       97.34%           9   Donauwoerth
  01021   4456159.02   5684430.70     120.00   11.37140    51.29430      -9   1969-01-01   2015-12-31      XX       99.82%           1   Donndorf
  01022   4599512.95   5626693.00     535.00   13.41080    50.76840      -9   1946-07-01   2015-12-31      XX       63.02%           3   Dorfchemnitz-Wolfsgrund
  01024   4139598.00   5676985.51      36.00    6.85100    51.11560      -9   1931-01-01   2015-12-31      XX       96.95%           3   Dormagen-Zons
  01025   4217669.13   5604098.51     225.00    8.01910    50.50570      -9   1951-01-01   2002-01-31      XX      100.00%           9   Dornburg-Frickhofen
  01026   4476272.46   5652294.13     237.00   11.66190    51.00660      -9   1969-01-01   1997-06-30      XX      100.00%           9   Dornburg/Saale
  01027   4482350.16   5697066.43     148.00   11.74630    51.40930      -9   1969-01-01   2001-12-31      XX      100.00%           9   Dornstedt
  01028   4240969.26   5376708.39     680.00    8.49590    48.47570      -9   1941-01-01   1997-12-31      XX       96.49%           9   Dornstetten
  01029   4239840.64   5376325.79     600.00    8.48090    48.47180      -9   1978-01-01   2003-12-31      XX      100.00%           9   Dornstetten-Aach
  01030   4197913.56   5955601.59       1.00    7.43000    53.64590      -9   1951-01-01   2015-12-31      XX       99.97%           3   Dornum
  01031   4153153.86   5738027.24      33.00    6.98430    51.67060      -9   1931-01-01   2010-10-31      XX       98.75%           9   Dorsten-Hervest
  01032   4190103.39   5717921.81     120.00    7.53450    51.51200      -9   1941-01-01   1999-09-30      XX       96.16%           9   Dortmund
  01033   4185561.69   5724841.41      96.00    7.46310    51.57150      -9   1931-01-01   2006-12-31      XX       96.05%           9   Dortmund-Brechten
  01034   4181499.91   5711535.71     100.00    7.41670    51.45000      -9   1950-01-01   1987-12-31      XX      100.00%          10   Dortmund-Kruckel
  01036   4423303.08   5629533.96     325.00   10.91200    50.79740      -9   1947-01-01   2005-12-31      XX      100.00%           9   Arnstadt-Dosdorf
  01038   4574210.83   5441412.99     525.00   13.01650    49.10650      -9   1978-01-01   2001-12-31      XX      100.00%           9   Drachselsried
  01039   4347220.68   5712339.10     317.00    9.79820    51.52620      -9   1941-01-01   2015-12-31      XX       97.33%           3   Dransfeld-Ossenfeld
  01040   4571604.84   5615744.63     490.00   13.01310    50.67410      -9   1904-02-01   2014-02-28      XX       94.33%        -999   Drebach
  01041   4653223.49   5727014.63      85.00   14.21460    51.65790      -9   1951-01-01   2015-12-31      XX       98.08%           3   Drebkau
  01042   4563067.85   5721747.21      85.00   12.91090    51.62790      -9   1969-01-01   2009-11-30      XX       99.18%           9   Drebligar
  01043   4491010.86   5905814.79      75.00   11.86520    53.28570      -9   1969-01-01   2005-12-31      XX       99.54%           9   Drefahl
  01044   4128197.27   5582974.69     475.00    6.78330    50.26670      -9   1931-01-01   1969-12-30      XX       94.88%           5   Dreis
  01046   4206842.29   5744424.07      72.00    7.75280    51.75850      -9   1971-01-01   2015-12-31      XX       99.90%           3   Drensteinfurt
  01047   4621095.61   5659121.36     112.00   13.72740    51.05570      -9   1969-01-01   1992-11-30      XX       99.65%           9   Dresden_(Mitte)
  01048   4622789.59   5667207.60     227.00   13.75430    51.12800      -9   1935-04-01   2015-12-31      XX       80.70%           3   Dresden-Klotzsche
  01049   4617023.59   5659305.67     147.00   13.66940    51.05820      -9   1995-08-01   2004-12-31      XX      100.00%           9   Dresden-Leutewitz
  01050   4629573.03   5655587.68     114.00   13.84700    51.02210      -9   1949-01-01   2015-12-31      XX       94.02%           3   Dresden-Hosterwitz
  01051   4624426.05   5655672.67     119.00   13.77370    51.02400      -9   1995-07-01   2015-12-31      XX      100.00%           3   Dresden-Strehlen
  01052   4511214.01   5786950.56      80.00   12.16410    52.21740      -9   1991-01-01   2015-12-31      XX      100.00%           3   Drewitz_bei_Burg
  01054   4296689.07   5730052.40     270.00    9.06060    51.66930      -9   1941-01-01   2011-06-30      XX       97.16%           1   Driburg,_Bad-Dringenberg
  01055   4229890.89   5617491.05     482.00    8.18130    50.63160      -9   1931-01-01   2015-12-31      XX       98.82%           3   Driedorf
  01056   4326986.78   5956414.49       1.00    9.37910    53.71180      -9   1951-01-01   2015-12-31      XX      100.00%           3   Drochtersen
  01057   4504215.92   5584446.78     440.00   12.05930    50.39710      -9   1984-01-01   2006-12-31      XX      100.00%           9   Droeda_(Talsperre_Feilebach)
  01058   4459197.71   5632688.94     400.00   11.42080    50.82940      -9   1969-01-01   2015-12-31      XX      100.00%           1   Blankenhain-Droessnitz
  01060   4470020.33   5605897.18     501.00   11.57660    50.58920      -9   1951-01-01   2015-12-31      XX       99.87%           1   Drognitz
  01062   4501648.18   5655476.95     273.00   12.02350    51.03570      -9   1969-01-01   2002-12-31      XX       99.77%           9   Droyssig
  01064   4452668.38   5780499.13     167.00   11.30830    52.15750      -9   1969-01-01   2002-12-31      XX       97.54%           9   Druxberge
  01065   4193254.14   5525029.38     240.00    7.73940    49.78450      -9   1931-01-01   2004-12-31      XX       97.30%           9   Duchroth
  01066   4379293.24   5709004.33     180.00   10.26130    51.50400      -9   1963-01-01   1976-12-31      XX      100.00%           5   Duderstadt
  01067   4526522.30   5754643.77      95.00   12.38560    51.92650      -9   1969-01-01   2015-12-31      XX       99.99%           3   Dueben
  01068   4539827.49   5717706.05      89.00   12.57480    51.59370      -9   1969-01-01   2001-12-31      XX      100.00%           9   Dueben/Mulde,_Bad
  01069   4155188.03   5580791.56     490.00    7.16250    50.26350      -9   1951-01-01   2008-08-31      XX       99.15%           9   Duengenheim
  01070   4111267.98   5644920.80     135.00    6.48240    50.81020      -9   1941-01-01   1995-12-31      XX       78.79%           9   Dueren
  01071   4108801.45   5648268.80     110.00    6.44400    50.83850      -9   1982-05-01   1989-05-31      XX       96.52%          10   Dueren-Merken
  01072   4224133.98   5488519.90     107.00    8.19290    49.47190      -9   1951-01-01   2015-12-31      XX       96.86%           3   Duerkheim,_Bad
  01073   4223159.10   5488201.49     115.00    8.17970    49.46860      -9   1936-01-01   1952-11-30      XX       52.21%           5   Duerkheim,_Bad_(Saline)
  01074   4505648.05   5685358.55     103.00   12.08100    51.30430      -9   1937-01-01   2006-12-31      XX       93.19%           9   Duerrenberg,_Bad
  01075   4633582.94   5767387.80      48.00   13.94650    52.02560      -9   1970-01-01   2003-12-31      XX      100.00%           9   Duerrenhofe
  01077   4480099.84   5317919.65     601.00   11.73330    48.00000      -9   1951-01-01   1970-12-30      XX      100.00%           5   Duerrnhaar
  01078   4135264.62   5697442.61      37.00    6.76860    51.29600      -9   1969-07-01   2015-12-31      XX      100.00%           3   Duesseldorf
  01079   4133719.16   5686806.86      37.00    6.75740    51.19980      -9   1935-01-01   1996-07-31      XX       86.19%           9   Duesseldorf-Suedfriedhof
  01080   4141560.57   5689759.16      54.00    6.86620    51.23120      -9   1931-01-01   2006-12-31      XX       97.37%           9   Duesseldorf-Gerresheim
  01081   4131308.50   5691046.21      37.00    6.71870    51.23620      -9   1951-01-01   2006-12-31      XX      100.00%           9   Duesseldorf-Heerdt
  01082   4341514.95   5765945.95     205.00    9.69160    52.00610      -9   1941-01-01   2006-06-30      XX       95.55%           9   Duingen-Capellenhagen
  01083   4134304.44   5718435.19      23.00    6.73330    51.48330      -9   1979-01-01   1987-12-31      XX      100.00%          10   Duisburg-Beeck
  01084   4131454.57   5708664.72      31.00    6.70260    51.39400      -9   1994-05-01   2007-05-31      XX      100.00%           9   Duisburg-Friemersheim
  01085   4139065.07   5719959.55      31.00    6.80000    51.50000      -9   1931-01-01   1970-12-30      XX       95.00%           5   Duisburg-Hamborn
  01086   4135024.63   5710205.86      33.00    6.75210    51.41010      -9   1951-01-01   2006-12-31      XX      100.00%           9   Duisburg-Hochfeld
  01087   4134061.64   5716229.54      21.00    6.73210    51.46340      -9   1951-01-01   1993-12-31      XX       99.04%           9   Duisburg-Laar
  01088   4138801.53   5716258.54      26.00    6.80000    51.46670      -9   1950-01-01   1980-09-30      XX       73.97%           5   Duisburg-Meiderich_(A)
  01089   4204048.30   5381419.98     196.00    7.99430    48.50170      -9   1951-01-01   2015-12-31      XX       98.97%           3   Durbach-Ebersweier
  01090   4545460.60   5720846.34     115.00   12.65650    51.62150      -9   1969-01-01   2015-12-31      XX      100.00%           1   Kossa-Durchwehna
  01091   4411832.67   5683477.74     258.00   10.73620    51.28060      -9   1951-01-01   2007-12-31      XX      100.00%           9   Ebeleben
  01092   4427847.01   5549752.79     279.00   10.99180    50.08080      -9   1941-01-01   2015-12-31      XX       74.56%           1   Ebensfeld-Pferdsfeld
  01095   4369101.17   5719953.26     192.00   10.11050    51.60010      -9   1931-01-01   2011-06-30      XX       97.52%           3   Krebeck-Renshausen
  01096   4502193.12   5470184.08     480.00   12.03020    49.36970      -9   1941-01-01   2005-12-31      XX       96.93%           9   Ebermannsdorf-Pittersberg
  01097   4441561.83   5512847.31     295.00   11.18900    49.75050      -9   1995-09-01   2015-12-31      XX       68.45%           3   Pretzfeld-Hagenbach
  01098   4413189.94   5553452.63     285.00   10.78620    50.11210      -9   1951-01-01   2008-03-31      XX      100.00%           9   Ebern-Eyrichshof
  01099   4406213.08   5550900.67     331.00   10.68930    50.08810      -9   1941-01-01   2005-12-31      XX       96.93%           9   Ebern-Jesserndorf
  01100   4155733.11   5566223.72      85.00    7.18330    50.13330      -9   1931-01-01   1965-12-30      XX       94.29%           5   Ebernach
  01101   4548968.82   5663028.62     222.00   12.69920    51.10150      -9   1969-01-01   2002-12-31      XX      100.00%           9   Lausick,_Bad-Ebersbach
  01102   4318490.43   5400887.08     300.00    9.53280    48.72010      -9   1987-11-01   2002-12-31      XX      100.00%           9   Ebersbach/Fils
  01103   4499046.76   5329025.43     592.00   11.98720    48.10020      -9   1931-01-01   2015-12-31      XX       97.05%           3   Ebersberg-Halbing
  01104   4341496.78   5594001.21     346.00    9.76740    50.46160      -9   1931-01-01   2002-07-31      XX      100.00%           9   Ebersburg-Ried
  01105   4434194.96   5564743.04     305.00   11.07790    50.21630      -9   1951-01-01   2004-06-30      XX       99.84%           9   Ebersdorf,_Kreis_Coburg
  01106   4621176.39   5855934.83      45.00   13.79790    52.82390      -9   1936-01-01   2005-12-31      XX       92.85%           9   Eberswalde
  01107   4392069.90   5524900.47     346.00   10.49900    49.85200      -9   1899-02-01   2015-12-31      XX      100.00%           3   Ebrach
